pies	/ˈpʲjɛs/
spoza	[ˈs̪pɔz̪a]
pośród	[ˈpɔɕrut̪]
wyszukiwarka	[vɨʂuciˈvarka]
wycieczka	[vɨˈt͡ɕɛt͡ʂka]
łuku	/ˈwuku/
Tetyda	/tɛˈtɨda/
jajach	/ˈjajax/
jelito	[jɛˈlʲit̪ɔ]
kał	/kaw/
jeżówka	/jɛˈʐufka/
pewnych	/ˈpɛvnɨx/
częściej	[ˈʈ͡ʂɛ̃ɕt͡ɕɛj]
najgorszy	/najˈɡɔrʂɨ/
zimna	/ˈʑimna/
zwykła	/ˈzvɨkwa/
psów	/psuf/
popojutrze	[pɔpɔˈjut.ʂɛ]
możesz mi pomóc	/ˌmɔʐɛʂ mi ˈpɔmut͡s̪/
wyraźny	[vɨˈraʑn̪ɨ]
masyw	/ˈmasɨf/
huj	/xuj/
głuptak	[ˈɡwupt̪ak]
czernica	[t͡ʂɛˈrʲɲit͡s̪a]
potrzos	[ˈpɔt͡ʂ.ʂɔs̪]
ohar	[ˈɔxar]
białorzytka	[bʲjawɔˈʐɨt̪ka]
barw	/barf/
adygejski	[ad̪ɨˈɡɛjs̪ʲci]
Adygeja	[ad̪ɨˈɡɛja]
Kabardo-Bałkaria	[kaˈbard̪ɔ bawˈkarʲja]
Karaczajo-Czerkiesja	[karaˈt͡ʂajɔ t͡ʂɛrˈcɛs̪ja]
Mordwa	[ˈmɔrd̪va]
Tuwa	[ˈt̪uva]
Udmurcja	[uˈd̪murt͡s̪ʲja]
Chakasja	[xaˈkas̪ʲja]
cipy	[ˈt͡ɕipɨ]
cipie	[ˈt͡ɕipʲɛ]
cipom	[ˈt͡ɕipɔm]
cipę	[ˈt͡ɕipɛ]
cipą	[ˈt͡ɕipɔ̃]
cipami	[t͡ɕiˈpamʲi]
cipach	[ˈt͡ɕipax]
obłąkany	[ɔbwɔ̃ŋˈkãn̪ɨ]
wysiąść	[ˈvɨɕɔ̃ĩ̯ɕt͡ɕ]
kurwy	/ˈkurvɨ/
kurew	[ˈkurɛf]
kurwie	[ˈkurvʲɛ]
kurwom	[ˈkurvɔm]
myć się	[ˈmɨt͡ɕɕɛ]
umyć się	/ˈumɨt͡ɕɕɛ/
nerwowo	[n̪ɛrˈvɔvɔ]
żyroskop	/ʐɨˈrɔskɔp/
kabardyjski	/kabarˈd̪ɨjs̪ci/
golić się	[ˈɡɔlʲit͡ɕɕɛ]
ogolić się	[ɔˈɡɔlʲit͡ɕɕɛ]
dunajski	[dũˈnajsʲci]
cząber	[ˈt͡ʂɔ̃mbɛr]
gorczyca	[ɡɔrˈt͡ʂɨt͡s̪a]
lubczyk	[ˈlupt͡ʂɨk]
prasować	[praˈs̪ɔvat͡ɕ]
wyprasować	[vɨpraˈs̪ɔvat͡ɕ]
bezbarwny	[bɛz̪ˈbarvn̪ɨ]
ciekawski	[t͡ɕɛˈkafsʲ̪ci]
użyszkodnik	[u.ʐɨˈʂkɔd.ɲik]
strumień	[ˈs̪t̪rũmʲjɛ̝̃ɲ]
więcierz	[ˈvʲjɛ̃ɲt͡ɕɛʂ]
garnek	[ˈɡarn̪ɛk]
ulicę	/uˈlit͡sɛ/
ulicy	/uˈlit͡sɨ/
ulico	/uˈlit͡sɔ/
zabrać	[ˈz̪abrat͡ɕ]
zatrzymać	[z̪aˈt͡ʂʂɨ̃mat͡ɕ]
pogadać	[pɔˈɡad̪at͡ɕ]
odejść	[ˈɔd̪ɛjɕt͡ɕ]
odchodzić	[ɔt̪ˈxɔd͡ʑit͡ɕ]
zostawić	[z̪ɔˈs̪t̪avʲit͡ɕ]
pozwolić	[pɔˈz̪vɔlʲit͡ɕ]
uderzać	[uˈd̪ɛʐat͡ɕ]
zniknąć	[ˈz̪ɲikn̪ɔ̃ɲt͡ɕ]
kaucja	/ˈkawt͡s̪ja/
uciążliwy	[ut͡ɕɔ̃w̃ˈʐlʲivɨ]
miło mi cię poznać	/miwɔ mi t͡ɕɛ pɔz̪n̪at͡ɕ/
maślanka	[maˈɕlãn̪ka]
drzemka	/ˈd.ʐɛmka/
uczelnia	[uˈt͡ʂɛlʲɲa]
gęba	[ˈɡɛ̃mba]
szerszy	/ˈʂɛrʂɨ/
słabszy	/ˈswapʂɨ/
weselszy	/ˈwɛsɛlʂɨ/
Bałt	/bawt/
Łotysz	/ˈwɔtɨʂ/
Łotyszka	/wɔˈtɨʂka/
wołać	[ˈvɔwat͡ɕ]
ssij	/sɕij/
ssij	/ɕːij/
palmowy	/palˈmɔvɨ/
kurzawka	/kuˈʐafka/
kartkówka	[kart̪ˈkufka]
Almería	/ˌalmɛˈrija/
Almeríi	/ˌalmɛˈriji/
Almeríę	/ˌalmɛˈrijɛ/
Almeríą	/ˌalmɛˈrijɔ̃/
Almerío	/ˌalmɛˈrijɔ/
Hefajstos	/xɛˈfajstɔs/
toster	/ˈtɔstɛr/
Synaj	/ˈsɨnaj/
wózek	/ˈvuzɛk/
kaktusowy	/kaktuˈsɔvɨ/
kolejarz	/kɔˈlɛjaʂ/
karnawałowy	/karnavaˈwɔvɨ/
żabach	/ˈʐabax/
kolarz	/ˈkɔlaʂ/
kolaż	/ˈkɔlaʂ/
podróżnik	[pɔˈd̪ruʐɲik]
wór	[vur]
brzemię	/ˈbʐɛmʲjɛ/
Izyda	/iˈzɨda/
herbaciarnia	[xɛrbaˈt͡ɕarʲɲa]
stypendium	[s̪t̪ɨˈpɛ̃n̪d̪ʲjũm]
czystość	[ˈt͡ʂɨstɔɕt͡ɕ]
rzyć	[ʐɨt͡ɕ]
ponownie	[pɔ̃ˈn̪ɔvʲɲɛ]
mamrotać	[mãˈmrɔt̪at͡ɕ]
prawdopodobny	[pravd̪ɔpɔˈd̪ɔbn̪ɨ]
kontynentalny	/kɔn̪t̪ɨn̪ɛn̪ˈt̪äln̪ɨ/
topory	/tɔˈpɔrɨ/
halabarda	/xalaˈbaɾda/
przykładowo	/pʂɨkwaˈdɔvɔ/
błahy	/ˈbwaxɨ/
Szarlota	[ʂarˈlɔta]
nie-	/ɲɛ/
prosię	/ˈprɔɕɛ/
mowach	/ˈmɔvax/
boraks	/ˈbɔraks/
oczęta	[ɔˈt͡ʂɛ̃n̪t̪a]
nienasycony	[ɲɛ̃n̪as̪ɨˈt͡s̪ɔ̃n̪ɨ]
Template:pl-IPA/documentation	[ʂt͡ʂɨˈpʲɔ.rɛk]
romboedr	[rɔ̃mˈbɔɛt̪r̥]
rzeczywisty	[ʐɛt͡ʂɨˈvʲis̪t̪ɨ]
hokejówka	[xɔkɛˈjufka]
ortograficzny	[ɔrt̪ɔɡraˈfʲit͡ʂn̪ɨ]
prawdopodobnie	[pravd̪ɔpɔˈd̪ɔbʲɲɛ]
strzelec	/ˈs̪t̪ʂɛlɛt͡s̪/
milczący	[mʲilˈt͡ʂɔnt͡sɨ]
świerszczyk	[ˈɕfʲɛr.ʂt͡ʂɨk]
niepotrzebny	[ɲɛpɔtˈʂɛbnɨ]
wkurwiać	/ˈfkurvjat͡ɕ/
użyć	[ˈuʐɨt͡ɕ]
rodu	[ˈrɔdu]
obszerny	[ɔˈpʂɛrn̪ɨ]
apetyt	[aˈpɛtɨt]
rozsądek	[rɔˈs̪ːɔ̃n̪d̪ɛk]
odżywka	[ɔd͡ʐˈʐɨf.ka]
klimatyzacja	/klimat̪ɨˈz̪at͡s̪ja/
warsztat	[ˈvarʂt̪at̪]
przeciwny	[pʂɛˈt͡ɕivn̪ɨ]
-owy	[ˈɔvɨ]
świr	[ˈɕfir]
wszech-	[fʂɛx]
wszechwiedza	[fʂɛxˈvʲɛ.d͡za]
kocię	[ˈkɔt͡ɕiɛ̃]
nadobny	[ˈnadobn̪ɨ]
dwoisty	[dvɔˈis.tɨ]
praelement	[pra.ɛˈlɛ.mɛnt]
czarodziej	/t͡ʂaˈrɔd͡ʑɛj/
plansza	[ˈplaŋ.ʂa]
wihajster	[vʲiˈxajstɛr]
bunkier	[ˈbũŋʲcɛr]
szwindel	[ˈʃfʲĩndɛl]
arfa	[ˈarfa]
księga	[ˈkɕɛŋ.ɡa]
kurort	[ˈkurɔrt]
foryś	[ˈfɔrɨɕ]
zamsz	[zãmʃ]
strefa	[ˈstrɛfa]
garnirunek	[ˌɡarʲɲiˈrũnɛk]
-unek	[ũnɛk]
asenterunek	[ˌasɛ̃ntɛˈrũnɛk]
basarunek	[ˌbasaˈrũnɛk]
ładunek	[waˈdũnɛk]
meldunek	[mɛlˈdũnɛk]
pakunek	[paˈkũnɛk]
tratwa	/ˈtratfa/
potrawa	/pɔˈtrava/
muza	[ˈmuza]
szalotka	[ʂaˈlɔtka]
schować	[ˈsxɔvat͡ɕ]
gaś	[ɡaɕ]
myl	[mɨl]
mył	[mɨw]
owady	[oˈvadɨ]
kajaku	[kaˈjaku]
bałtosłowiański	/ˌbaw.tɔ.swɔˈvʲaɲ.ski/
górnoniemiecki	/ˌɡur.nɔ.ɲɛˈmʲɛt͡s.ki/
przez grzeczność nie zaprzeczę	/ˌpʂɛs ˈɡʐɛt͡ʂ.nɔɕt͡ɕ ɲɛ zapˈʂɛ.t͡ʂɛ/
zajekurwabiście	[za.jɛˌkur.vaˈbiɕ.t͡ɕɛ]
Łazarz	/ˈwazaʂ/
rzekomo	[ʐɛˈkɔmɔ]
siusiak	[ˈɕu.ɕak]
żreć	/ʐrɛt͡ɕ/
kaczę	[ˈka.t͡ʂɛ̃]
podatkowy	[ˌpɔdatˈkɔvɨ]
dodatkowy	[ˌdɔdatˈkɔvɨ]
żaru	[ˈʐaru]
husyta	[xuˈsɨta]
husytyzm	[xuˈsɨtɨzm]
libański	[lʲiˈbãj̃sʲci]
kardamon	[karˈdãmɔ̃n]
prawa zwierząt	[ˈprava ˈzvʲjɛʒɔ̃nt]
buddysta	[buˈdːɨ.sta]
buddystka	[budˈːɨstka]
niewiara	[ŋɛˈvʲjara]
buddyjski	[budˈːɨjsʲci]
wertykalny	[ˌvɛrtɨˈkalnɨ]
naukowy	[ˌnauˈkɔvɨ]
histeryk	[çiˈstɛrɨk]
wojna religijna	[ˈvɔjna ˌrɛlʲiˈɟijna]
jajowaty	[ˌjäjɔˈvatɨ]
weganka	[vɛˈɡãnka]
wojewoda	[ˌvɔjɛˈvɔda]
Syzyf	[ˈsɨzɨf]
jurajski	/juˈrajski/
Alę	/ˈalɛ/
szkwał	[ʂkfaw]
powiedział	[pɔvˈʲjed͡ʑaw]
tyle	[ˈtɨlɛ]
Rzeczpospolita	/ʐɛt͡ʂ.pɔˈspɔ.lʲi.ta/
Delfy	[ˈdɛlfɨ]
trzech	[t͡ʂʂɛx]
nienaturalny	[ɳɛnatuˈralnɨ]
matach	/ˈmatax/
jebać się	[ˈjɛbat͡ɕ ɕɛ]
najebać się	[naˈjɛbat͡ɕ ɕɛ]
z groszami	/zɡrɔˈʂa.mi/
perz	[pɛʂ]
Smalc	/ˈs̪malt͡s̪/
Smalcjusz	/ˈs̪malt͡s̪juʂ/
Szmalc	/ˈʂmalt͡s̪/
dała	[ˈdawa]
kuś	[kuɕ]
korsarz	[ˈkɔrsaʂ]
Teby	[ˈtɛbɨ]
kuśnierz	[ˈkuɕɲɛʂ]
jednakowy	[ˌjɛdnaˈkɔvɨ]
niżej	[ˈɲiʐɛj]
wyżej	[ˈvɨʐɛj]
pały	[ˈpawɨ]
trzykrotka	[tʂɨˈkrotka]
Kadyks	[ˈkadɨks]
hongkoński	[hɔŋˈkɔɲ.ski]
kłykieć	[ˈkwɨkʲɛt͡ɕ]
Ł	[w]
wiła	/ˈviwa/
przyganiał kocioł garnkowi	[pʂɨˈɡa.ɲaw ˈkɔ.t͡ɕɔw ɡarnˈkɔ.vi]
krów	[kruf]
WKU	/vu.kaˈu/
inside joby	/ˌinsajd ˈd͡ʐɔbɨ/
inside joba	/ˌinsajd ˈd͡ʐɔba/
inside jobie	/ˌinsajd ˈd͡ʐɔbje/
inside jobowi	/ˌinsajd d͡ʐɔˈbɔvi/
inside jobem	/ˌinsajd ˈd͡ʐɔbɛm/
inside jobów	/ˌinsajd ˈd͡ʐɔbuf/
inside jobom	/ˌinsajd ˈd͡ʐɔbɔm/
inside jobami	/ˌinsajd d͡ʐɔˈbami/
inside jobach	/ˌinsajd ˈd͡ʐɔbax/
ciuch	t͡ɕux
ujebać	[uˈjɛ.bat͡ɕ]
czarnuch	[t͡ʂarnux]
bazylia	[baˈzɨlʲja]
źródlany	[ʑruˈdla.nɨ]
jak słoń w składzie porcelany	[ˈjak ˈswɔɲ ˈf͜skwad͡ʑɛ ˌpɔrt͡sɛˈlanɨ]
pustak	[ˈpus.tak]
mistyfikacja	[ˌmis.tɨ.fiˈkat͡s.ja]
pałować	[paˈwɔ.vat͡ɕ]
psisko	[ˈpɕis.kɔ]
współczesny standardowy język arabski	/vspuwˈt͡ʂɛsnɨ standarˈdɔvɨ ˈjɛ̃zɨk aˈrapskʲi/
współczesnego standardowego języka arabskiego	/vspuwt͡ʂɛˈsnɛɡɔ standardɔˈvɛɡɔ jɛ̃ˈzɨka arapˈskʲɛɡɔ/
współczesnemu standardowemu językowi arabskiemu	/vspuwt͡ʂɛˈsnɛmu standardɔˈvɛmu jɛ̃zɨˈkɔvi arapˈskʲɛmu/
współczesnym standardowym językiem arabskim	/vspuwˈt͡ʂɛsnɨm standarˈdɔvɨm jɛ̃ˈzɨkʲɛm aˈrapskʲim/
współczesny standardowy języku arabski	/vspuwˈt͡ʂɛsnɨ standarˈdɔvɨ jɛ̃ˈzɨku aˈrapskʲi/
współczesnym standardowym języku arabskim	/vspuwˈt͡ʂɛsnɨm standarˈdɔvɨm jɛ̃ˈzɨku aˈrapskʲim/
rozpuszczalnik	[rɔs.puʂˈt͡ʂal.ɲik]
murzać	[ˈmur.zaɕ]
lisię	[ˈliɕɛ]
śpioch	[ɕpʲjɔx]
niechże	[ˈɲeɣʐɛ]
chirurgia kosmetyczna	[çi.rurˈɟa kɔs.mɛˈtɨt͡ʂ.na]
chirurgia plastyczna	[çi.rurˈɟa plaˈstɨt͡ʂ.na]
chirurgia estetyczna	[çi.rurˈɟa ɛ.stɛˈtɨt͡ʂ.na]
dławik	[ˈd̪wavʲik]
w chuj	[f͜xuj]
ciemno jak w dupie u Murzyna	/ˈt͡ɕem.nɔ ˈjaɡ ˈv͜du.pʲje u͜.muˈʐɨ.na/
znamię	/ˈz̪n̪amʲjɛ̃/
ni chuja	[niˈxu.ja]
ni chuja	[ni.xuˈja]
głupi jak but	[ˈɡwu.pi jaɡ but]
szpaler	[ˈʃpalɛr]
cytwar	[ˈt͡sɨtfar]
grajcar	[ˈɡrajt͡sar]
kafar	[ˈkafar]
sztygar	[ˈʃtɨɡar]
idiotoodporny	[iˌdʲɔ.tɔ.ʔɔtˈpɔr.nɨ]
idiotoodporny	[iˌdʲɔ.tɔːtˈpɔr.nɨ]
ognioodporny	[ˌɔɡ.ɲɔ.ʔɔtˈpɔr.nɨ]
ognioodporny	[ˌɔɡ.ɲɔːtˈpɔr.nɨ]
mrozoodporny	[ˌmrɔ.zɔ.ʔɔtˈpɔr.nɨ]
mrozoodporny	[ˌmrɔ.zɔ.ːtˈpɔr.nɨ]
OSP	[ɔ.ʔɛsˈpɛ]
paszoł won	[paˈʂow ˈvɔn]
paszoł won	[ˌpa.ʂowˈvɔn]
udawać Greka	[uˈda.vad͡ʑ ˈɡrɛ.ka]
budżetówka	[bud.ʐɛˈtuf.ka]
budżetówka	[bud͡ʐ.ʐɛˈtuf.ka]
puszcza	[ˈpuʂt͡ʂa]
EZT	[ˈɛ.zɛt]
EZT	[ˈɛ ˈzɛt ˈtɛ]
esesman	[ɛsˈɛs.man]
kułak	[kuˈwak]
Kułak	[kuˈwak]
-ów	[uf]
ą-ę	/ʔɔ̃ʔɛ̃/
ę-ą	/ʔɛ̃ʔɔ̃/
rozwój	[ˈrɔz̪vuj]
nosił wilk razy kilka, ponieśli i wilka	[ˈnɔ.ɕiw vilk ˈra.zɨ ˈkil.ka, pɔˈɲɛɕ.li i ˈvil.ka]
klops	[klɔps]
pulpet	[ˈpulpɛt]
licealista	/litsɛaˈlista/
licealistka	/litsɛaˈlistka/
Edyp	[ˈɛdɨp]
na wynos	/naˈvɨ.nɔs/
most wiszący	[mɔzd viˈʂɔŋ.t͡sɨ]
most zwodzony	[mɔzd zvɔˈd͡zɔ.nɨ]
bić się z myślami	[bit͡ɕ ɕɛ̃ z͜mɨɕˈla.mi]
sprzątnąć sprzed nosa	[ˈspʂɔnt.nɔɲt͡ɕ spʂɛd͜ˈnɔ.sa]
żenua	[ʐɛ.nuˈa]
nie od razu Rzym zbudowano	[ɲɛ ɔd͜ˈra.zu ʐɨm zbu.dɔˈva.nɔ]
od razu	/ɔd͜ˈra.zu/
niedwuznaczny	[ɲɛ.dvuˈznat͡ʂ.nɨ]
porywać się z motyką na słońce	[pɔˈrɨ.vat͡ɕ ɕɛ̃ z͜mɔˈtɨ.kɔ̃ na ˈswɔɲ.t͡sɛ]
porwać się z motyką na słońce	[ˈpɔr.vat͡ɕ ɕɛ̃ z͜mɔˈtɨ.kɔ̃ na ˈswɔɲ.t͡sɛ]
puścić z torbami	[ˈpuɕ.t͡ɕit͡ɕ s͜tɔrˈba.mi]
blachosmród	[blaˈxɔ.smrut]
krzywoprzysięstwo	[kʂɨ.vɔ.pʂɨˈɕɛŋ.stfɔ]
gżegżółka	[ɡʐɛˈɡʐuwka]
uderz w stół, a nożyce się odezwą	[ˈu.dɛʂ f͜stuw a nɔˈʐɨ.t͡sɛ ɕɛ̃ ɔˈdɛz.vɔ̃]
wlec	[vlɛt͡s]
gmina miejsko-wiejska	[ˈɡmi.na ˈmʲɛj.skɔ ˈvʲɛj.ska]
sranie w banię	[ˈsra.ɲɛ ˈv͜ba.ɲɛ]
zmarszczka	[ˈzmarʃt͡ʃka]
miąć	[mʲjɔɲt͡ɕ]
gnieść	[ɡʲɲɛɕt͡ɕ]
wykopalisko	[vɨkɔpaˈliskɔ]
darowanemu koniowi nie zagląda się w zęby	[da.rɔ.vaˈnɛ.mu kɔˈɲɔ.vi ɲɛ zaɡˈlɔn.da ɕɛ ˈv͜zɛm.bɨ]
GDDKiA	[ɡʲɛ.dɛ.dɛ.kaˈi.ʔa]
GDDKiA	[ɡʲɛ.dɛ.dɛ.kaˈi.a]
pleć	[plɛt͡ɕ]
barachło	/baraxˈwɔ/
wizja	[ˈvi.zja]
wygłup	[ˈvɨ.ɡwup]
uprawa	[uˈpra.va]
krytyczny	[krɨˈtɨt͡ʂ.nɨ]
odmienny	[ɔdˈmjɛn.nɨ]
antywirus	[an.tɨˈvi.rus]
hodowla	[hɔˈdɔvla]
edycja	[ɛˈdɨt͡sja]
szyk	[ˈʂɨk]
leżak	[ˈlɛʐak]
rejestracja	[rɛjɛˈstrat͡sʲja]
jaźń	[ˈjaʑɲ]
liściowy	[liɕˈt͡ɕɔvɨ]
szpinakowy	[ʂpinaˈɔvɨ]
lustrzany	[lusˈtʂa.nɨ]
międzygwiezdny	[mʲjɛn.d͡zɨˈɡvʲjɛzd.nɨ]
konfitura	[kɔ̃n.fiˈtu.ra]
ostrzałka	[ɔsˈtʂaw.ka]
darowizna	[da.rɔˈviz.na]
wyświetlać	[vɨˈɕfʲjɛ.tlat͡ɕ]
brakować	[braˈkɔ.vat͡ɕ]
eksperymentować	[ɛks.pɛ.rɨ.mɛnˈtɔ.vat͡ɕ]
badać	[ˈba.dat͡ɕ]
treść	[ˈtrɛɕt͡ɕ]
szelka	[ˈʂɛl.ka]
powiadomienie	[pɔ.vʲja.dɔˈmʲjɛ.ɳɛ]
imitacja	[i.mʲiˈta.t͡sʲja]
drzazga	[ˈdʐaz.ɡa]
nawiedzony	[na.vʲjɛˈd͡zɔ.nɨ]
biszkopt	[ˈbʲiʃ.kɔpt]
pojawiać się	[pɔˈjavʲjat͡ɕ‿ɕɛ]
pojawić się	[pɔˈjavʲit͡ɕ‿ɕɛ]
kruchszy	[ˈkruxʂɨ]
najkruchszy	[najˈkruxʂɨ]
notariusz	[nɔˈta.rjuʂ]
prawdziwych przyjaciół poznaje się w biedzie	[pravˈd͡ʑi.vɨx pʂɨˈja.t͡ɕuw pɔzˈna.jɛ ɕɛ ˈv͜bʲjɛ.d͡ʑɛ]
człowieczeństwo	[t͡ʂwɔvʲ.jɛˈt͡ʂɛĩ̯s̪t̪fɔ]
Jaś	/jaɕ/
bezwzględny	[bɛzˈvzɡlɛn.dnɨ]
odbijać	/ɔdˈbʲijat͡ɕ/
odbić	/ˈɔdbʲit͡ɕ/
działalność	/d͡ʑaˈwalnɔɕt͡ɕ/
drąg	/drɔŋk/
eł	/ɛw/
eś	/ɛɕ/
żet	/ʐɛt̪/
lotnictwo	[lɔtˈnit͡svɔ]
kubeł	/ˈkubɛw/
proga	[ˈprɔɡa]
kolokwium	[kɔˈlɔkfium]
jawić się	[ˈjavʲit͡ɕ‿ɕɛ]
zginąć	/ˈzɡʲinɔɲt͡ɕ/
fonetyczka	[fɔnɛˈtɨt͡ʂka]
pozostawać	/ˌpɔzɔˈstavat͡ɕ/
pozostać	/pɔˈzɔstat͡ɕ/
wobec	/ˈvɔbɛt͡s/
pochodzenie	/ˌpɔxɔˈdz͡ɛɲɛ/
odkryty	/ˈɔt̪krɨtɨ/
pochodzić	/pɔˈxɔd͡ʑit͡ɕ/
klejnot	/ˈklɛjn̪ɔt̪/
nadzór	/ˈnad͡z.zur/
nadzorca	/nad͡zˈzɔr.t͡sa/
wianek	/ˈvʲjanɛk/
ślepy zaułek	[ˈɕlɛ.pɨ zaˈu.wɛk]
czarnoksiężnik	/t͡ʂar.nɔˈkɕɛŋʐ.ɲik/
drobny	/ˈdrɔbnɨ/
lżyć	/lʒɨt͡ɕ/
gamratka	/ɡãmˈratka/
posiedzenie	/ˌpɔɕɛˈd͡zɛɲɛ/
szadź	/ʂät͡ɕ/
chrupek	/ˈxrupɛk/
dochodzenie	/ˌdɔxɔˈd͡zɛɲɛ/
wystarczająco	/ˌvɨstart͡ʃaˈjɔnt͡sɔ/
Ziemi	[ˈʑɛ̃mʲi]
Ziemię	[ˈʑɛmʲjɛ]
proboszcz	/ˈprɔ.bɔʂʈ͡ʂ/
nocnik	/nɔt͡sɲik/
opryskliwy	/ˌɔprɨskˈlʲivɨ/
wózek inwalidzki	[ˈvuzɛk ˌĩnvaˈlʲit͡sʲci]
Suchy	[ˈs̪uxɨ]
Ptak	/pt̪ak/
Kolenda	/kɔˈlɛn̪d̪a/
Kolęda	/kɔˈlɛn̪d̪a/
Szczur	[ʂʈ͡ʂur]
-iec	/jɛt͡s/
Motyl	[ˈmɔt̪ɨl]
Żmija	[ˈʐmʲija]
Rolnik	/ˈrɔlɲik/
Piasek	/ˈpʲjäsɛk/
Ziemniak	/ˈʑɛmɲak/
Dzięcioł	/ˈd͡ʑɛɲt͡ɕɔw/
Wąż	[vɔ̃w̃ʂ]
Sokół	[ˈs̪ɔkuw]
Słaby	[ˈs̪wabɨ]
Silny	[ˈɕiln̪ɨ]
Sójka	[ˈs̪ujka]
Zaucha	/z̪aˈuxa/
Szalony	[ʂaˈlɔ̃n̪ɨ]
Ciemny	/ˈt͡ɕɛmn̪ɨ/
Tłusty	/ˈt̪wus̪t̪ɨ/
Czarny	[ˈt͡ʂarn̪ɨ]
Święty	[ˈɕfʲjɛ̃n̪t̪ɨ]
Dobry	/ˈd̪ɔbrɨ/
Głodny	[ˈɡwɔd̪n̪ɨ]
Czerwony	/t͡ʂɛrˈvɔn̪ɨ/
Zielony	/ʑɛˈlɔn̪ɨ/
Żółty	/ˈʐuwt̪ɨ/
Gorczyca	[ɡɔrˈt͡ʂɨt͡s̪a]
Niedźwiedź	[ˈɲed͡ʑvʲjet͡ɕ]
Potęga	[pɔˈt̪ɛ̃ŋɡa]
Ząb	[z̪ɔ̃mp]
Żołądź	[ˈʐ̠ɔwɔ̃ɲt͡ɕ]
Żołądek	[ʐɔˈwɔ̃n̪d̪ɛk]
Zajączek	[ˈz̪ajɔnt͡ʂɛk]
Chwast	[xfast]
Błąd	[bwɔ̃n̪t̪]
Hałas	/ˈxawas̪/
Chałas	/ˈxawas̪/
Trąd	[t̪rɔ̃n̪t̪]
Mąka	[ˈmɔ̃ŋka]
Dolny	[ˈdɔlnɨ]
Biedny	[ˈbʲjɛd̪n̪ɨ]
Lniany	[ˈlʲɲãn̪ɨ]
Kwaśny	/ˈkfaɕnɨ/
Gęba	[ˈɡɛ̃mba]
Gemba	[ˈɡɛ̃mba]
Makowiec	/maˈkɔvjɛt͡s̪/
Sałata	[s̪aˈwat̪a]
